f150_descripcion;f120_referencia;f121_id_barras_principal;f120_descripcion;f117_descripcion_color;f121_id_ext1_detalle;f121_id_ext2_detalle;CATEGORIA;LINEA;MARCA;COLECCION;SECTOR;f400_fecha_ult_entrada;f400_fecha_ult_salida;f400_cant_existencia_1;f400_cant_comprometida_1;f400_cant_pendiente_salir_1;FECHA MINIMA ENTRADA;FECHA MAXIMA ENTRADA;FECHA MINIMA SALIDA;FECHA MAXIMA SALIDA
NUESTRO ATLANTICO;PF13120495                                        ;7706718459217;CROP TOP OLIMPICA;NEGRO;1;M                   ;RAGGED;CAMISETA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISETA MANGA SISA                     ;10/12/2023;29/11/2024;2;0;0;14/09/2021;10/12/2023;14/09/2021;14/09/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120495                                        ;7706718459262;CROP TOP OLIMPICA;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISETA MANGA SISA                     ;15/02/2024;26/02/2024;1;0;0;NULL;NULL;NULL;NULL
NUESTRO ATLANTICO;PF13120495                                        ;7706718459200;CROP TOP OLIMPICA;NEGRO;1;L                   ;RAGGED;CAMISETA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISETA MANGA SISA                     ;10/12/2023;15/01/2025;1;0;0;11/11/2021;10/12/2023;11/11/2021;11/11/2021
CONSIGNACION CAROLINA MACHADO;PF13120495                                        ;7706718960560;CROP TOP OLIMPICA;VERDE PISTACHO;335;L                   ;RAGGED;CAMISETA;RAGGED                                  ;OCTUBRE RAGGED PROMO 2023;CAMISETA MANGA SISA                     ;04/11/2023;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120497                                        ;7706718458319;CROP TOP AMARANTA;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;NOVIEMBRE RAGGED C3 2021;CAMISETA MANGA CORTA                    ;27/01/2022;22/01/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120498                                        ;7706718459514;BODY RAINBOW;COBRE;220;XS                  ;RAGGED;BODY;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;BODY                                    ;06/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120499                                        ;7706718459576;BODY NASAU;NEGRO;1;L                   ;RAGGED;BODY;RAGGED                                  ;DICIEMBRE RAGGED C2 2022;BODY                                    ;15/07/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120499                                        ;7706718459606;BODY NASAU;NEGRO;1;XL                  ;RAGGED;BODY;RAGGED                                  ;DICIEMBRE RAGGED C2 2022;BODY                                    ;30/01/2023;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120500                                        ;7706718459835;BODY WAIPIO;BLANCO CRUDO;101;M                   ;RAGGED;BODY;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;BODY                                    ;19/04/2022;29/03/2022;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51110937                                        ;7706718461722;BLUSA VENECIA;AZUL CLARO;450;XS                  ;FOR ME TOO JEANS WEAR                   ;CAMISA;FORMETOO                                ;PROMO TEMPORADA ENERO 2022;CAMISA MANGA 3/4                        ;24/07/2023;27/07/2023;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF51120592                                        ;7706718578468;BUSO CODI;AMARILLO MOSTAZA;702;L                   ;FOR ME TOO JEANS WEAR                   ;CAMISETA;FORMETOO                                ;REFERENCIAS SIN FOTO MAYO 2024;BUZO MANGA LARGA;12/02/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120501                                        ;7706718460718;TOP BELGICA;BLANCO CRUDO;101;XL                  ;TRENDS;CAMISETA;RAGGED                                  ;SEPTIEMBRE RAGGED C1 2021;CAMISETA  DE TIRA                       ;19/07/2024;23/08/2021;1;0;0;NULL;NULL;NULL;NULL
INSUMOS;IC520002                                          ;N/A;ZETA ZAMAC PLANA;ORO;710;09M                 ;NA;NA;NA;NA;NA;07/03/2025;13/06/2025;1549;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11112244                                        ;7706718462866;BLUSA BAMBU;BLANCO;100;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISA MANGA CORTA                      ;31/07/2025;13/08/2024;3;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11112243                                        ;7706718462965;BLUSA GIOTTO;BLANCO CRUDO;101;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISA MANGA CORTA                      ;11/06/2025;03/04/2025;2;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11112243                                        ;7706718463016;BLUSA GIOTTO;ROJO CARNAUBA;615;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISA MANGA CORTA                      ;13/08/2024;04/12/2023;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51110938                                        ;7706718463924;BLUSA ATENAS;AZUL OSCURO;401;S                   ;FOR ME TOO JEANS WEAR                   ;CAMISA;FORMETOO                                ;ECOMMERCE PROMO SEPTIEMBRE 2022;CAMISA DE TIRAS                         ;28/07/2023;23/08/2021;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF51340043                                        ;7706718464648;SHORT TIANA;AZUL MEDIO;420;8;FOR ME TOO JEANS WEAR                   ;SHORT;FORMETOO                                ;OCTUBRE RAGGED C3 2021;SHORT                                   ;24/05/2024;19/10/2024;1;0;0;15/09/2023;24/05/2024;15/09/2023;15/09/2023
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51340043                                        ;7706718464648;SHORT TIANA;AZUL MEDIO;420;8;FOR ME TOO JEANS WEAR                   ;SHORT;FORMETOO                                ;OCTUBRE RAGGED C3 2021;SHORT                                   ;13/04/2024;18/04/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31510880                                        ;7706718465409;VESTIDO ANTONIA;BLANCO CRUDO;101;M                   ;RAGSTYLE JEANS WEAR                     ;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;VESTIDO CORTO MANGA CORTA               ;07/09/2023;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF51510099                                        ;7706718466116;VESTIDO AMSTERDAN;AZUL CLARO;450;S                   ;FOR ME TOO JEANS WEAR                   ;VESTIDO;FORMETOO                                ;PROMO TEMPORADA ENERO 2022;VESTIDO LARGO MANGA 3/4                 ;11/07/2025;11/07/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11511024                                        ;7706718466383;VESTIDO CARIBE;NEGRO;1;XS                  ;TRENDS;VESTIDO;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;VESTIDO LARGO DE TIRAS                  ;07/02/2025;21/07/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31120955                                        ;7706718467014;BLUSA MARBELLA;BEIGE CLARO;270;XS                  ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMO RAGSTYLE ECOMMERCE 2021;CAMISETA MANGA SISA                     ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO ECOMMERCE;PF31120959                                        ;7706718469643;CAMISETA DREAMS;NEGRO;1;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;CAMISETA MANGA CORTA                    ;31/08/2022;10/04/2023;11;0;0;1/04/2022;31/08/2022;1/04/2022;1/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31120959                                        ;7706718469636;CAMISETA DREAMS;NEGRO;1;M                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;CAMISETA MANGA CORTA                    ;01/04/2022;22/01/2023;11;0;0;1/04/2022;1/04/2022;1/04/2022;1/04/2022
PRODUCTO TERMINADO ECOMMERCE;PF31120959                                        ;7706718469629;CAMISETA DREAMS;NEGRO;1;L                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;CAMISETA MANGA CORTA                    ;11/04/2023;10/04/2023;10;0;0;1/04/2022;11/04/2023;1/04/2022;1/04/2022
CONSIGNACION CAROLINA MACHADO;PF31112462                                        ;7706718470434;BLUSA ANTONELLA;BLANCO CRUDO;101;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISA MANGA CORTA                      ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31112462                                        ;7706718470434;BLUSA ANTONELLA;BLANCO CRUDO;101;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISA MANGA CORTA                      ;29/02/2024;22/01/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31510886                                        ;7706718472971;VESTIDO MERLIN;AMARILLO MOSTAZA;702;S                   ;RAGSTYLE JEANS WEAR                     ;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;VESTIDO LARGO MANGA CORTA               ;06/11/2024;NULL;2;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31510886                                        ;7706718472964;VESTIDO MERLIN;AMARILLO MOSTAZA;702;M                   ;RAGSTYLE JEANS WEAR                     ;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;VESTIDO LARGO MANGA CORTA               ;06/11/2024;NULL;2;0;0;NULL;NULL;NULL;NULL
TERMINAL DEL NORTE;PF31510886                                        ;7706718472896;VESTIDO MERLIN;CALIDAD TIPO B;0;S                   ;RAGSTYLE JEANS WEAR                     ;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;VESTIDO LARGO MANGA CORTA               ;12/09/2024;01/11/2024;1;0;0;24/09/2021;12/09/2024;24/09/2021;24/09/2021
GUAYABAL 2;PF31510886                                        ;7706718472964;VESTIDO MERLIN;AMARILLO MOSTAZA;702;M                   ;RAGSTYLE JEANS WEAR                     ;VESTIDO;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;VESTIDO LARGO MANGA CORTA               ;25/07/2025;NULL;1;0;0;25/07/2025;25/07/2025;25/07/2025;25/07/2025
NUESTRO URABA;PF11511026                                        ;7706718473480;VESTIDO TROPICAL;BLANCO CRUDO;101;M                   ;TRENDS;VESTIDO;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;VESTIDO CORTO MANGA LARGA               ;09/11/2021;13/11/2021;1;0;0;2/09/2021;9/11/2021;2/09/2021;2/09/2021
RIONEGRO;PF12320134                                        ;7706718475040;FALDA ENNA;VERDE MILITAR;305;6;GLAM WORDS;FALDA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;FALDA LARGA                             ;16/05/2022;28/06/2025;1;0;0;3/07/2021;16/05/2022;3/07/2021;3/07/2021
GUAYABAL 2;PF18120051                                        ;7706718475606;CAMISETA VALENCIA;ROJO PURO;600;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;17/05/2024;25/07/2025;4;0;0;4/03/2024;17/05/2024;4/03/2024;4/03/2024
LA 65;PF18120051                                        ;7706718475606;CAMISETA VALENCIA;ROJO PURO;600;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;23/07/2025;08/07/2025;4;0;0;3/02/2024;23/07/2025;3/02/2024;3/02/2024
PUENTE ARANDA;PF18120051                                        ;7706718475583;CAMISETA VALENCIA;ROJO PURO;600;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;16/10/2024;25/07/2025;5;0;0;28/12/2023;16/10/2024;28/12/2023;28/12/2023
LA 65;PF18120051                                        ;7706718475583;CAMISETA VALENCIA;ROJO PURO;600;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;23/09/2024;20/07/2025;7;0;0;3/02/2024;23/09/2024;3/02/2024;3/02/2024
PRODUCTO TERMINADO ECOMMERCE;PF18120051                                        ;7706718475606;CAMISETA VALENCIA;ROJO PURO;600;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;28/12/2023;28/03/2025;2;0;0;28/12/2023;28/12/2023;28/12/2023;28/12/2023
PRODUCTO TERMINADO ECOMMERCE;PF18120051                                        ;7706718475583;CAMISETA VALENCIA;ROJO PURO;600;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;10/03/2025;31/03/2025;4;0;0;28/12/2023;10/03/2025;28/12/2023;28/12/2023
TERMINAL DEL NORTE;PF18120051                                        ;7706718475583;CAMISETA VALENCIA;ROJO PURO;600;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;25/07/2025;19/07/2025;2;0;0;14/03/2024;25/07/2025;14/03/2024;14/03/2024
TERMINAL DEL NORTE;PF18120051                                        ;7706718475552;CAMISETA VALENCIA;AZUL KLAIN;432;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;25/07/2025;27/07/2025;4;0;0;7/04/2024;25/07/2025;7/04/2024;7/04/2024
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF18120051                                        ;7706718475439;CAMISETA VALENCIA;AZUL PURO;400;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;29/02/2024;05/01/2023;1;0;0;NULL;NULL;NULL;NULL
TERMINAL DEL NORTE;PF18120051                                        ;7706718475538;CAMISETA VALENCIA;AZUL KLAIN;432;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;25/07/2025;12/07/2025;4;0;0;14/03/2024;25/07/2025;14/03/2024;14/03/2024
PUENTE ARANDA;PF18120051                                        ;7706718475552;CAMISETA VALENCIA;AZUL KLAIN;432;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;16/10/2024;25/07/2025;1;0;0;28/12/2023;16/10/2024;28/12/2023;28/12/2023
PUENTE ARANDA;PF18120051                                        ;7706718475538;CAMISETA VALENCIA;AZUL KLAIN;432;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;16/10/2024;25/07/2025;2;0;0;28/12/2023;16/10/2024;28/12/2023;28/12/2023
GUAYABAL 2;PF18120051                                        ;7706718475453;CAMISETA VALENCIA;AZUL PURO;400;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;11/01/2025;01/06/2025;1;0;0;4/03/2024;11/01/2025;4/03/2024;4/03/2024
PUENTE ARANDA;PF18120051                                        ;7706718475453;CAMISETA VALENCIA;AZUL PURO;400;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;25/07/2024;11/06/2025;1;0;0;28/12/2023;25/07/2024;28/12/2023;28/12/2023
PEREIRA PLAZA;PF18120051                                        ;7706718475552;CAMISETA VALENCIA;AZUL KLAIN;432;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;28/12/2023;18/05/2025;1;0;0;28/12/2023;28/12/2023;28/12/2023;28/12/2023
VIVA CAUCASIA;PF18120051                                        ;7706718475538;CAMISETA VALENCIA;AZUL KLAIN;432;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;28/12/2023;09/05/2025;1;0;0;28/12/2023;28/12/2023;28/12/2023;28/12/2023
PRODUCTO TERMINADO ECOMMERCE;PF18120051                                        ;7706718475453;CAMISETA VALENCIA;AZUL PURO;400;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;01/02/2025;16/11/2024;3;0;0;28/12/2023;1/02/2025;28/12/2023;28/12/2023
PRODUCTO TERMINADO ECOMMERCE;PF18120051                                        ;7706718475439;CAMISETA VALENCIA;AZUL PURO;400;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;26/12/2024;23/03/2025;1;0;0;28/12/2023;26/12/2024;28/12/2023;28/12/2023
PRODUCTO TERMINADO ECOMMERCE;PF18120051                                        ;7706718475507;CAMISETA VALENCIA;AZUL OSCURO;401;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;01/02/2025;01/04/2025;3;0;0;28/12/2023;1/02/2025;28/12/2023;28/12/2023
PRODUCTO TERMINADO ECOMMERCE;PF18120051                                        ;7706718475484;CAMISETA VALENCIA;AZUL OSCURO;401;S                   ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;26/12/2024;01/04/2025;2;0;0;28/12/2023;26/12/2024;28/12/2023;28/12/2023
TERMINAL DEL NORTE;PF18120051                                        ;7706718475606;CAMISETA VALENCIA;ROJO PURO;600;XS                  ;TRENDS;CAMISETA;RAGGED                                  ;REFERENCIAS SIN FOTO OCTUBRE 2024;CAMISETA MANGA CORTA                    ;25/07/2025;16/07/2025;4;0;0;14/03/2024;25/07/2025;14/03/2024;14/03/2024
